diario,titulo,contenido,fecha de extracción,contenido_depurado,resut_sentim,mejor_etiqueta,mejor_score
www.perfil.com,ANSES: quiénes cobran las asignaciones hoy viernes 10 de mayo de 2024,"<p><img src=""https://fotos.perfil.com/2024/01/09/trim/540/304/auh-1734169.jpg"" alt=""AUH"" /></p>La Administración Nacional de la Seguridad Social se encuentra iniciando los pagos del mes de mayo a los titulares de asignaciones. Verifique su fecha de cobro según tipo de prestación y tres últimos del DNI. <a href=""https://www.perfil.com/noticias/economia/anses-quienes-cobran-las-asignaciones-hoy-viernes-10-de-mayo-de-2024.phtml"">Leer más</a>","Fri, 10 May 2024 10:10:00 GMT",La Administración Nacional de la Seguridad Social se encuentra iniciando los pagos del mes de mayo a los titulares de asignaciones. Verifique su fecha de cobro según tipo de prestación y tres últimos del DNI.Leer más,NEU,análisis macroeconómico,0.309583455324173
www.perfil.com,ANSES paga Pensiones No Contributivas: quiénes cobran hoy viernes 10 de mayo de 2024,"<p><img src=""https://fotos.perfil.com/2023/08/18/trim/540/304/anses-20230818-1635078.jpg"" alt=""ANSES 20230818"" /></p>El calendario de ANSES continua hoy, viernes 10 de mayo, con la acreditación a los beneficiarios de las Pensiones No Contributivas. Verifica si cobras de acuerdo a la terminación de tu DNI. <a href=""https://www.perfil.com/noticias/economia/anses-paga-pensiones-no-contributivas-quienes-cobran-hoy-viernes-10-de-mayo-de-2024.phtml"">Leer más</a>","Fri, 10 May 2024 10:00:00 GMT","El calendario de ANSES continua hoy, viernes 10 de mayo, con la acreditación a los beneficiarios de las Pensiones No Contributivas. Verifica si cobras de acuerdo a la terminación de tu DNI.Leer más",NEU,tendencias del mercado,0.3332130014896393
www.perfil.com,Jubilaciones y pensiones de ANSES: quiénes cobran hoy viernes 10 de mayo de 2024,"<p><img src=""https://fotos.perfil.com/2024/04/27/trim/540/304/20240427jubiladosadultosmayoresnag-1792622.jpg"" alt=""20240427_jubilados_adultos_mayores_na_g"" /></p>ANSES inicia el pago de las jubilaciones y pensiones que no superan los haberes mínimos. Verifica si cobras hoy, viernes 10 de mayo, de acuerdo a la terminación de tu DNI. <a href=""https://www.perfil.com/noticias/economia/jubilaciones-y-pensiones-de-anses-quienes-cobran-hoy-viernes-10-de-mayo-de-2024.phtml"">Leer más</a>","Fri, 10 May 2024 10:00:00 GMT","ANSES inicia el pago de las jubilaciones y pensiones que no superan los haberes mínimos. Verifica si cobras hoy, viernes 10 de mayo, de acuerdo a la terminación de tu DNI.Leer más",NEU,análisis macroeconómico,0.3079380393028259
www.perfil.com,Energía: el círculo rojo rechazó bonos ante la deuda del Gobierno y dejó una advertencia a Milei,"<p><img src=""https://fotos.perfil.com/2024/05/10/trim/540/304/foro-de-energia-lide-1799406.jpg"" alt=""Foro de Energía LIDE"" /></p>Las empresas se quejaron del cambio de reglas de juego y afirmaron que se trata de una “mala señal”. En un foro organizado por LIDE, sin embargo, elogiaron la política de apertura, reclamaron la sanción de la ley Bases, pero pidieron continuar con el descongelamiento de tarifas. <a href=""https://www.perfil.com/noticias/economia/energia-el-circulo-rojo-rechazo-bonos-ante-la-deuda-del-gobierno-y-dejo-una-advertencia-a-milei.phtml"">Leer más</a>","Fri, 10 May 2024 08:30:00 GMT","Las empresas se quejaron del cambio de reglas de juego y afirmaron que se trata de una “mala señal”. En un foro organizado por LIDE, sin embargo, elogiaron la política de apertura, reclamaron la sanción de la ley Bases, pero pidieron continuar con el descongelamiento de tarifas.Leer más",NEG,mercados emergentes,0.3876152038574219
www.perfil.com,"Precio del dólar a peso mexicano hoy, viernes 10 de mayo de 2024: a cuánto está el tipo de cambio en el mercado","<p><img src=""https://fotos.perfil.com/2024/02/19/trim/540/304/peso-mexicano-a-dolar-1757376.jpg"" alt=""PESO MEXICANO A DÓLAR"" /></p>Conoce el valor actual del dólar estadounidense en México. ¿A cuánto cotiza respecto al peso mexicano hoy, viernes 10 de mayo? <a href=""https://www.perfil.com/noticias/economia/precio-del-dolar-a-peso-mexicano-hoy-viernes-10-de-mayo-de-2024-a-cuanto-esta-el-tipo-de-cambio-en-el-mercado.phtml"">Leer más</a>","Fri, 10 May 2024 08:00:00 GMT","Conoce el valor actual del dólar estadounidense en México. ¿A cuánto cotiza respecto al peso mexicano hoy, viernes 10 de mayo?Leer más",NEU,oportunidades de inversión,0.2505369782447815
www.perfil.com,Santa Fe: cómo afectaría la Ley Bases a una de las provincias con más exportaciones del país,"<p><img src=""https://fotos.perfil.com/2024/05/10/trim/540/304/puerto-de-rosario-santa-fe-1799369.jpg"" alt=""Puerto de Rosario Santa Fé"" /></p>Con media sanción en Diputados y en pleno tratamiento en el Senado, la Ley Bases podría afectar a Santa Fé, uno de los lugares con mayor poder de exportación de la Argentina. <a href=""https://www.perfil.com/noticias/canal-e/santa-fe-como-afectaria-la-ley-bases-a-una-de-las-provincias-con-mas-exportacion-del-pais.phtml"">Leer más</a>","Fri, 10 May 2024 01:36:06 GMT","Con media sanción en Diputados y en pleno tratamiento en el Senado, la Ley Bases podría afectar a Santa Fé, uno de los lugares con mayor poder de exportación de la Argentina.Leer más",NEU,análisis macroeconómico,0.39889782667160034
www.perfil.com,La inflación en alimentos rondó el 1% en la primera semana de mayo,"<p><img src=""https://fotos.perfil.com/2023/12/14/trim/540/304/economia-y-precios-de-los-alimentos-1719684.jpg"" alt=""Economía y precios de los alimentos"" /></p>Los incrementos permiten proyectar una nueva caída de la inflación en el quinto mes de 2024. <a href=""https://www.perfil.com/noticias/economia/la-inflacion-en-alimentos-rondo-el-1-en-la-primera-semana-de-mayo.phtml"">Leer más</a>","Thu, 09 May 2024 23:22:00 GMT",Los incrementos permiten proyectar una nueva caída de la inflación en el quinto mes de 2024.Leer más,NEU,políticas monetarias,0.47698330879211426
www.perfil.com,Tasa de interés: qué hacer con los pesos en un contexto de baja ,"<p><img src=""https://fotos.perfil.com/2024/05/09/trim/540/304/pesos-1799294.jpg"" alt=""pesos"" /></p>Ante la disminución de la tasa de interés de los plazos fijos, los pesos ya no tienen rendimiento. Mientras tanto, con un dólar planchado, la solución tampoco estaría en volcarse a la divisa estadounidense. <a href=""https://www.perfil.com/noticias/canal-e/tasa-de-interes-que-hacer-con-los-pesos-en-un-contexto-de-baja.phtml"">Leer más</a>","Thu, 09 May 2024 22:25:07 GMT","Ante la disminución de la tasa de interés de los plazos fijos, los pesos ya no tienen rendimiento. Mientras tanto, con un dólar planchado, la solución tampoco estaría en volcarse a la divisa estadounidense.Leer más",NEG,análisis macroeconómico,0.4205745756626129
www.perfil.com,Paro nacional: cómo afectó a la industria metalúrgica,"<p><img src=""https://fotos.perfil.com/2024/05/09/trim/540/304/metalurgica-1799283.jpg"" alt=""metalúrgica"" /></p>A raíz del paro nacional convocado por la CGT y y la adhesión de los dos CTA, diferentes rubros de la economía se vieron afectados en sus actividades laborales. <a href=""https://www.perfil.com/noticias/canal-e/paro-nacional-como-afecto-a-la-industria-metalurgica.phtml"">Leer más</a>","Thu, 09 May 2024 21:44:40 GMT","A raíz del paro nacional convocado por la CGT y y la adhesión de los dos CTA, diferentes rubros de la economía se vieron afectados en sus actividades laborales.Leer más",NEG,políticas monetarias,0.5062866806983948
www.perfil.com,"Aldo Abram: ""Si continúa la tendencia, podemos tener inflación del 4,5% en mayo""","<p><img src=""https://fotos.perfil.com/2024/05/09/trim/540/304/aldo-abram-si-continua-la-tendencia-podemos-tener-inflacion-del-45-en-mayo-1799273.jpg"" alt=""Aldo Abram: ""Si continúa la tendencia, podemos tener inflación del 4,5% en mayo"""" /></p>“Cada vez quedan menos bienes regulados para ajustar, es posible que en el segundo semestre tengamos inflación con un 3% adelante"", detalló el economista y director de Libertad y Progreso. <a href=""https://www.perfil.com/noticias/canal-e/aldo-abram-si-continua-la-tendencia-podemos-tener-inflacion-del-45-en-mayo.phtml"">Leer más</a>","Thu, 09 May 2024 21:40:20 GMT","“Cada vez quedan menos bienes regulados para ajustar, es posible que en el segundo semestre tengamos inflación con un 3% adelante"", detalló el economista y director de Libertad y Progreso.Leer más",NEU,políticas monetarias,0.29977935552597046
www.perfil.com,"La Justicia declaró nulo el Código de Edificación en CABA que permite construir ""microdepartamentos""","<p><img src=""https://fotos.perfil.com/2024/05/09/trim/540/304/protesta-contra-el-codigo-de-edificacion-20240509-1799281.jpg"" alt=""Protesta contra el código de edificación 20240509"" /></p>La jueza Elena Liberatori hizo lugar a una una demanda colectiva contra la Legislatura porteña, en lo que se refiere a las leyes 6.100 y 6.438.  <a href=""https://www.perfil.com/noticias/economia/la-justicia-declaro-nulo-al-codigo-de-edificacion-en-caba.phtml"">Leer más</a>","Thu, 09 May 2024 21:22:36 GMT","La jueza Elena Liberatori hizo lugar a una una demanda colectiva contra la Legislatura porteña, en lo que se refiere a las leyes 6.100 y 6.438.Leer más",NEU,mercados emergentes,0.222788006067276
www.perfil.com,El dólar blue cerró a $1025 para la compra y $1045 para la venta este jueves 9 de mayo de 2024,"<p><img src=""https://fotos.perfil.com/2024/03/21/trim/540/304/dolares-1773835.jpg"" alt=""dólares"" /></p>Conoce los valores de cierre de la divisa estadounidense, hoy 9 de mayo de 2024.
 <a href=""https://www.perfil.com/noticias/economia/el-dolar-blue-cerro-a-1025-para-la-compra-y-1045-para-la-venta-este-jueves-9-de-mayo-de-2024.phtml"">Leer más</a>","Thu, 09 May 2024 21:18:00 GMT","Conoce los valores de cierre de la divisa estadounidense, hoy 9 de mayo de 2024.Leer más",NEU,políticas monetarias,0.3631662130355835
www.perfil.com,El euro blue cerró a $1103 para la compra y $1136 para la venta este jueves 9 de mayo de 2024,"<p><img src=""https://fotos.perfil.com/2023/04/03/trim/540/304/euros-1539937.jpg"" alt=""Euros"" /></p>Conoce los valores de cierre de la divisa europea, hoy 9 de mayo de 2024.
 <a href=""https://www.perfil.com/noticias/economia/el-euro-blue-cerro-a-1103-para-la-compra-y-1136-para-la-venta-este-jueves-9-de-mayo-de-2024.phtml"">Leer más</a>","Thu, 09 May 2024 21:18:00 GMT","Conoce los valores de cierre de la divisa europea, hoy 9 de mayo de 2024.Leer más",NEU,políticas monetarias,0.34595489501953125
www.perfil.com,"A cuánto cerró el real blue hoy, jueves 9 de mayo de 2024","<p><img src=""https://fotos.perfil.com/2023/07/10/trim/540/304/real-brasileno-1606849.jpg"" alt=""Real Brasileño"" /></p>Conoce los valores de cierre de la divisa brasilera, hoy 9 de mayo de 2024.
 <a href=""https://www.perfil.com/noticias/economia/a-cuanto-cerro-el-real-blue-hoy-jueves-9-de-mayo-de-2024.phtml"">Leer más</a>","Thu, 09 May 2024 21:18:00 GMT","Conoce los valores de cierre de la divisa brasilera, hoy 9 de mayo de 2024.Leer más",NEU,políticas monetarias,0.3479055166244507
www.clarin.com,La Mesa de la Producción de Córdoba pide “acelerar la aprobación” de la Ley de Bases,"<ul><li>Entidades de la industria, el comercio y el agro consideran que “es momento que la política muestre una clara señal”. </li><li>Creen que debe permitirse a la nueva administración “reconstruir la confianza y credibilidad de nuestro país”.</li></ul>","Mon, 13 May 2024 00:42:12 +0000","Entidades de la industria, el comercio y el agro consideran que “es momento que la política muestre una clara señal”.Creen que debe permitirse a la nueva administración “reconstruir la confianza y credibilidad de nuestro país”.",NEU,políticas monetarias,0.3651650846004486
www.clarin.com,"Temporada de balances en la Bolsa: los resultados de las empresas muestran el impacto de la devaluación y la recesión
",<ul><li>Las cotizantes en el Merval comenzaron a presentar los números del primer trimestre del año.</li><li> Unas pocas reflejan mejoras por Vaca Muerta y suba de tarifas.</li></ul>,"Sun, 12 May 2024 23:19:44 +0000",Las cotizantes en el Merval comenzaron a presentar los números del primer trimestre del año.Unas pocas reflejan mejoras por Vaca Muerta y suba de tarifas.,NEU,oportunidades de inversión,0.27484482526779175
www.clarin.com,Negociación contra reloj con China: vencen US$ 5.000 millones del swap y hay un pedido por las represas,"<ul><li>En junio, vencen casi US$ 3.000 millones del swap.</li><li>El Banco Central debe enviar una carta a China.</li><li>También buscan destrabar US$ 500 millones para las represas.</li></ul>","Sun, 12 May 2024 23:08:07 +0000","En junio, vencen casi US$ 3.000 millones del swap.El Banco Central debe enviar una carta a China.También buscan destrabar US$ 500 millones para las represas.",NEU,políticas monetarias,0.20363669097423553
www.clarin.com,Desde Pizza Hut a Cacharel: ¿cuáles son las marcas que quieren llegar o volver a la Argentina? ,"<ul><li>Aunque todavía no es masivo, hay un renovado interés.</li><li>A los distintos rubros les atrae el discurso pro  empresario.</li></ul>","Sun, 12 May 2024 20:52:55 +0000","Aunque todavía no es masivo, hay un renovado interés.A los distintos rubros les atrae el discurso pro  empresario.",NEU,mercados emergentes,0.2290654480457306
www.clarin.com,Productores de limón rechazan la intervención de mercado propuesta por el gobierno tucumano,"<ul><li>El Ejecutivo conducido por Osvaldo Jaldo, aliado a Javier Milei, presentó un “proyecto de ley de fomento”. </li><li>“Es peor que la enfermedad”, advierten 18 empresas agroindustriales del producto.</li></ul>","Sun, 12 May 2024 18:24:18 +0000","El Ejecutivo conducido por Osvaldo Jaldo, aliado a Javier Milei, presentó un “proyecto de ley de fomento”.“Es peor que la enfermedad”, advierten 18 empresas agroindustriales del producto.",NEG,tendencias del mercado,0.26831915974617004
www.clarin.com,Cepo al dólar: las razones que motivan al mercado a pensar que no se removerá del todo este año,"<ul><li>Desde Fausto Spotorno hasta Emmanuel Alvarez Agis, los economistas de la city piensan que aún no están dadas las condiciones para que el dólar opere libremente.</li><li>Demorar ese paso podría llevar al Gobierno a mantenerlo hasta las elecciones de 2025. </li><li>El interés de utilizar el BOPREAL para girar dividendos.</li></ul>","Sun, 12 May 2024 13:33:37 +0000","Desde Fausto Spotorno hasta Emmanuel Alvarez Agis, los economistas de la city piensan que aún no están dadas las condiciones para que el dólar opere libremente.Demorar ese paso podría llevar al Gobierno a mantenerlo hasta las elecciones de 2025.El interés de utilizar el BOPREAL para girar dividendos.",NEG,tendencias del mercado,0.41109856963157654
www.clarin.com,Euro hoy: a cuánto cotiza este domingo 12 de mayo,"<p><ul><li>Mirá la cotización para la compra y venta del euro oficial y del euro blue.</li><li>Todas las variaciones, minuto a minuto.</li></ul></p>","Sun, 12 May 2024 10:00:02 +0000","Mirá la cotización para la compra y venta del euro oficial y del euro blue.Todas las variaciones, minuto a minuto.",NEU,análisis macroeconómico,0.29907914996147156
www.clarin.com,Consumo: las marcas de menor precio ganan peso al momento de pagar en el supermercado,<ul><li>Aumentó 120% en el primer trimestre el consumo de productos con precios más bajos.</li><li>El reemplazo de marcas líderes por otras más económicas es una de las tácticas de la gente para poder llegar a fin de mes.</li></ul>,"Sun, 12 May 2024 09:01:54 +0000",Aumentó 120% en el primer trimestre el consumo de productos con precios más bajos.El reemplazo de marcas líderes por otras más económicas es una de las tácticas de la gente para poder llegar a fin de mes.,NEU,políticas monetarias,0.2591588795185089
www.clarin.com,"Federico Sturzenegger: ""Sin ley bases el escenario es peor, el equilibrio fiscal se alcanzará con más impuestos y menos crecimiento""","<p>Es el asesor estrella de Javier Milei pero no tiene cargo formal. Fue clave en la redacción de mega DNU 70/2023 y el proyecto de Ley Bases. Dice que detrás de cada restricción económica hay un ""curro"" que protege a ""la casta"".</p>","Sun, 12 May 2024 09:01:50 +0000","Es el asesor estrella de Javier Milei pero no tiene cargo formal. Fue clave en la redacción de mega DNU 70/2023 y el proyecto de Ley Bases. Dice que detrás de cada restricción económica hay un ""curro"" que protege a ""la casta"".",NEU,mercados emergentes,0.38546350598335266
www.clarin.com,Dólar blue hoy: a cuánto cotiza este domingo 12 de mayo,<p><ul><li>Mirá la cotización para la compra y venta del dólar blue hoy.</li><li>La brecha con el dólar oficial.</li></ul></p>,"Sun, 12 May 2024 07:00:02 +0000",Mirá la cotización para la compra y venta del dólar blue hoy.La brecha con el dólar oficial.,NEU,análisis macroeconómico,0.3702567517757416
www.ambito.com,Cambiaron los roles: Europa bate récords y Wall Street duda por la inflación,"<p>Igual, la Bolsa estadounidense sube desde que Powell le suministra tranquilizantes. La sufrida Europa, esta vez, la tiene más fácil. La inflación baja sin tropiezos. La economía resurge tras una módica recesión.</p>","Mon, 13 May 2024 00:00:00 -0300","Igual, la Bolsa estadounidense sube desde que Powell le suministra tranquilizantes. La sufrida Europa, esta vez, la tiene más fácil. La inflación baja sin tropiezos. La economía resurge tras una módica recesión.",NEU,políticas monetarias,0.4827234447002411
www.ambito.com,Cuánto sale comprar una heladera en Argentina en mayo 2024,<p>Este electrodoméstico es fundamental en cada hogar. Conocé los precios hoy en día.</p>,"Sun, 12 May 2024 17:30:00 -0300",Este electrodoméstico es fundamental en cada hogar. Conocé los precios hoy en día.,NEU,tendencias del mercado,0.345732182264328
www.ambito.com,Inflación: INDEC difundirá el dato de abril con la expectativa de que vuelva a ubicarse en un dígito,"<p>Las consultoras privadas esperan que continúe el camino descendente y se ubique en un dígito, después de cinco meses consecutivos en dos cifras.</p>","Sun, 12 May 2024 14:15:34 -0300","Las consultoras privadas esperan que continúe el camino descendente y se ubique en un dígito, después de cinco meses consecutivos en dos cifras.",NEU,políticas monetarias,0.23374995589256287
www.ambito.com,El Banco Central cerró las cuentas bimonetarias para turistas,"<p>Sin ninguna apertura de cuentas, Santiago Bausilli el actual titular del Banco Central, decidió darle fin a una medida que surgió en 2021. </p>","Sun, 12 May 2024 12:53:57 -0300","Sin ninguna apertura de cuentas, Santiago Bausilli el actual titular del Banco Central, decidió darle fin a una medida que surgió en 2021.",NEG,análisis macroeconómico,0.21356268227100372
www.ambito.com,Ley Bases: Federico Sturzenegger advirtió que habrá impuestos más altos y menor crecimiento si el proyecto no se aprueba en el Senado,"<p>El asesor de Javier Milei y expresidente del Banco Central defendió el rumbo económico del Gobierno. Habló de lo que pasará con el dólar, las importaciones y la ley ómnibus.</p>","Sun, 12 May 2024 10:09:00 -0300","El asesor de Javier Milei y expresidente del Banco Central defendió el rumbo económico del Gobierno. Habló de lo que pasará con el dólar, las importaciones y la ley ómnibus.",NEU,mercados emergentes,0.38978564739227295
www.ambito.com,"Autos usados: la venta mejoró 4,6% anual en abril tras la baja de precios","<p>La Cámara del Comercio Automotor (CCA) informó que en abril se comercializaron 136.230 vehículos usados, lo que representó una suba del 4,66% comparado con igual mes de 2023, cuando se habían vendido 130.167 unidades.</p>","Sun, 12 May 2024 08:48:00 -0300","La Cámara del Comercio Automotor (CCA) informó que en abril se comercializaron 136.230 vehículos usados, lo que representó una suba del 4,66% comparado con igual mes de 2023, cuando se habían vendido 130.167 unidades.",NEU,oportunidades de inversión,0.23867280781269073
www.ambito.com,El impacto de la crisis: el golpe del ajuste se siente en casi todos los sectores de la economía,"<p>Las luces de alerta en el tablero económico son preocupantes. Los economistas ya coinciden mayoritariamente en que la recuperación no será en ""V"". No habrá rebrote brusco.</p>","Sun, 12 May 2024 00:00:00 -0300","Las luces de alerta en el tablero económico son preocupantes. Los economistas ya coinciden mayoritariamente en que la recuperación no será en ""V"". No habrá rebrote brusco.",NEG,políticas monetarias,0.3864954710006714
www.ambito.com,"Ante la mayor oferta, bajó el precio inicial para alquilar","<p>Durante abril, el número de unidades usadas ofrecidas en alquiler fue un 22% superior a la del mes de marzo pasado y en el primer cuatrimestre ya acumula un alza del 316%, según explicó Reporte Inmobiliario.</p>","Sun, 12 May 2024 00:00:00 -0300","Durante abril, el número de unidades usadas ofrecidas en alquiler fue un 22% superior a la del mes de marzo pasado y en el primer cuatrimestre ya acumula un alza del 316%, según explicó Reporte Inmobiliario.",NEU,oportunidades de inversión,0.2405710369348526
www.ambito.com,Paritarias UOCRA: definieron el aumento salarial para mayo y junio,<p>El 40% de aumento que los trabajadores de la construcción de la UOCRA comenzaron a recibir en abril se liquida en tres tramos. Pero hubo cambios respecto a lo que se firmó.</p>,"Sat, 11 May 2024 21:05:21 -0300",El 40% de aumento que los trabajadores de la construcción de la UOCRA comenzaron a recibir en abril se liquida en tres tramos. Pero hubo cambios respecto a lo que se firmó.,NEU,políticas monetarias,0.23033985495567322
www.ambito.com,"Inflación, dólar, salarios y ""bisturí"": los consejos al Gobierno de uno de los economistas más escuchados en la city","<p>Miguel Kiguel brindó su panorama sobre la marcha de la economía tras los primeros meses de gobierno de Javier Milei. Planteó ""más bisturí y menos motosierra"".</p>","Sat, 11 May 2024 18:32:29 -0300","Miguel Kiguel brindó su panorama sobre la marcha de la economía tras los primeros meses de gobierno de Javier Milei. Planteó ""más bisturí y menos motosierra"".",NEU,mercados emergentes,0.44240546226501465
www.ambito.com,Abril difícil para la industria automotriz: la producción de autos cayó más de 22% anual,"<p class=""ignore-parser"">Según ADEFA, el sector exportó 20.611 vehículos, es decir que registró una baja de 12,2 % en su comparación con el mes anterior, y 32,9 % menos respecto del volumen que se contabilizó en abril de 2023.</p>","Sat, 11 May 2024 18:21:39 -0300","Según ADEFA, el sector exportó 20.611 vehículos, es decir que registró una baja de 12,2 % en su comparación con el mes anterior, y 32,9 % menos respecto del volumen que se contabilizó en abril de 2023.",NEU,políticas monetarias,0.2584938406944275
www.ambito.com,Luis Caputo se quedó con u$s3.200 millones del BCRA para pagar deuda y dejó una letra intransferible,<p>Luis Caputo le pidió u$s 3200 millones al BCRA y le dejó una letra a cambio. Debe cancelar deuda. Se aleja la posibilidad de levantar el cepo.</p>,"Sat, 11 May 2024 15:36:00 -0300",Luis Caputo le pidió u$s 3200 millones al BCRA y le dejó una letra a cambio. Debe cancelar deuda. Se aleja la posibilidad de levantar el cepo.,NEG,análisis macroeconómico,0.3054673671722412
www.ambito.com,Dólar: la dura advertencia de Roberto Cachanosky sobre el cepo que enoja a Javier Milei,"<p>Afirmó que el nivel circulante y la deuda con los bancos sigue en el mismo nivel que en diciembre pasado. “El ajuste pasa básicamente por el sector privado”, alertó.</p>","Sat, 11 May 2024 14:01:00 -0300","Afirmó que el nivel circulante y la deuda con los bancos sigue en el mismo nivel que en diciembre pasado. “El ajuste pasa básicamente por el sector privado”, alertó.",NEG,análisis macroeconómico,0.27683037519454956
www.ambito.com,"El consumo masivo cayó un 20,4% en abril","<p>La falta de poder adquisitivo se refleja en las compras minoristas. Las unidades por ticket retrocedieron un 4,5% interanual.</p>","Sat, 11 May 2024 13:04:16 -0300","La falta de poder adquisitivo se refleja en las compras minoristas. Las unidades por ticket retrocedieron un 4,5% interanual.",NEG,oportunidades de inversión,0.2785695195198059
www.ambito.com,Textiles exigieron al Gobierno que incluya a la industria en el programa económico,<p>La Fundación Pro Tejer indicó que la industria nacional “tiene mucho para aportar a solucionar los grandes problemas que tiene la Argentina”. Pidió que se incorpore a la Ley Bases y al Pacto de Mayo.</p>,"Sat, 11 May 2024 12:19:00 -0300",La Fundación Pro Tejer indicó que la industria nacional “tiene mucho para aportar a solucionar los grandes problemas que tiene la Argentina”. Pidió que se incorpore a la Ley Bases y al Pacto de Mayo.,NEU,mercados emergentes,0.317543089389801
www.ambito.com,Cuánto sale la Verificación Policial en CABA en mayo 2024,<p>La Verificación Policial del Automotor es un proceso indispensable para la legalización y registro de vehículos en la Ciudad Autónoma de Buenos Aires. Conocé todos los detalles para realizar el trámite.</p>,"Sat, 11 May 2024 12:00:00 -0300",La Verificación Policial del Automotor es un proceso indispensable para la legalización y registro de vehículos en la Ciudad Autónoma de Buenos Aires. Conocé todos los detalles para realizar el trámite.,NEU,tendencias del mercado,0.4184984862804413
www.ambito.com,Radiografía del ajuste: la ejecución presupuestaria cayó 30% en el primer cuatrimestre,"<p data-sider-select-id=""ab835eb5-ec66-4318-b5da-7cebca44db5d"">La situación general de la Administración Pública Nacional muestra una fuerte reducción del presupuesto. En algunos casos, deriva en la paralización de programas de alto impacto en términos sociales y de salud de la población.</p>","Sat, 11 May 2024 11:32:00 -0300","La situación general de la Administración Pública Nacional muestra una fuerte reducción del presupuesto. En algunos casos, deriva en la paralización de programas de alto impacto en términos sociales y de salud de la población.",NEG,políticas monetarias,0.37763506174087524
www.ambito.com,"Créditos hipotecarios: banco por banco, qué ofrece cada entidad","<p>Todas las propuestas son en sistemas de ajuste mediante la Unidad de valor Adquisitivo que publica el Gobierno todos los días, es decir, que utilizan el valor UVA para actualizar los valores del capital y las cuotas.</p>","Sat, 11 May 2024 11:14:00 -0300","Todas las propuestas son en sistemas de ajuste mediante la Unidad de valor Adquisitivo que publica el Gobierno todos los días, es decir, que utilizan el valor UVA para actualizar los valores del capital y las cuotas.",NEU,análisis macroeconómico,0.29101693630218506
www.ambito.com,Carlos Melconian dio un pronóstico sobre las retenciones y lanzó más críticas a Javier Milei,"<p>Para el economista no habrá variaciones durante este año y recién en 2026 podría haber novedades. ""Soy el único que no mentí"", lanzó el Presidente. </p>","Sat, 11 May 2024 09:32:28 -0300","Para el economista no habrá variaciones durante este año y recién en 2026 podría haber novedades. ""Soy el único que no mentí"", lanzó el Presidente.",NEU,políticas monetarias,0.3091117739677429
www.ambito.com,El billete de dólar que podés vender a 600 mil pesos en internet: ¿lo tenés?,"<p>Este ejemplar presenta una particularida por la cual los coleccionistas podrían pagar un precio exhorbitante, enterate cuál.</p>","Fri, 10 May 2024 22:00:00 -0300","Este ejemplar presenta una particularida por la cual los coleccionistas podrían pagar un precio exhorbitante, enterate cuál.",NEU,análisis macroeconómico,0.32901737093925476
www.ambito.com,Los idiomas y la dimensión cultural como factores de éxito en los vínculos comerciales,"<p>Diálogo con Florencia Pesce, Directora Académica del Centro Universitario de Idiomas (CUI).</p>","Mon, 13 May 2024 00:00:00 -0300","Diálogo con Florencia Pesce, Directora Académica del Centro Universitario de Idiomas (CUI).",NEU,mercados emergentes,0.34574827551841736
www.ambito.com,"Hot Sale: qué ofertas, descuentos y cuotas ofrecerán las marcas","<p>En esta oportunidad participarán casi 1.000 marcas. Como viene ocurriendo en los últimos años, se espera que muchos usuarios hagan compras cotidianas para stockearse de productos y tratar de darle pelea a la inflación, o adquirir bienes que vienen postergando a la espera de ofertas o financiación.</p>","Sun, 12 May 2024 16:38:00 -0300","En esta oportunidad participarán casi 1.000 marcas. Como viene ocurriendo en los últimos años, se espera que muchos usuarios hagan compras cotidianas para stockearse de productos y tratar de darle pelea a la inflación, o adquirir bienes que vienen postergando a la espera de ofertas o financiación.",NEU,mercados emergentes,0.3299473524093628
www.ambito.com,"Quién es María Fernanda Amorim, la multimillonaria más poderosa de Portugal gracias a los corchos","<p>Viuda del empresario Américo Amorim, cuenta con una fortuna de 4300 millones de euros, producto de la mayor empresa de corchos a nivel mundial.</p>","Sun, 12 May 2024 16:30:00 -0300","Viuda del empresario Américo Amorim, cuenta con una fortuna de 4300 millones de euros, producto de la mayor empresa de corchos a nivel mundial.",POS,análisis macroeconómico,0.31453627347946167
www.ambito.com,"Quién es Timothy Dexter, el multimillonario con más suerte de toda la historia que fingió su muerte",<p>Conocé la increíble historia de este extravagante millonario estadounidense del siglo XIII.</p>,"Sun, 12 May 2024 14:00:00 -0300",Conocé la increíble historia de este extravagante millonario estadounidense del siglo XIII.,POS,oportunidades de inversión,0.3630678057670593
www.ambito.com,"Quién es Anderson Hunt Brown, el hijo de esclavos que se convirtió en un poderoso multimillonario de Estados Unidos","<p>Nacido en una familia de esclavos liberados, la pasión de Anderson Hunt Brown por mejorar su comunidad lo llevó a convertirse en un magnate del sector inmobiliario.</p>","Sun, 12 May 2024 13:15:00 -0300","Nacido en una familia de esclavos liberados, la pasión de Anderson Hunt Brown por mejorar su comunidad lo llevó a convertirse en un magnate del sector inmobiliario.",POS,políticas monetarias,0.258981317281723
www.ambito.com,"Murió Jim Simons, pionero de la inversión cuántica y leyenda de Wall Street","<p>Conocé la historia del hombre que dejó su zona de confort, se animó a poner su dinero en la Bolsa y hoy es considerado el mejor inversor de la historia.</p>","Sun, 12 May 2024 12:08:00 -0300","Conocé la historia del hombre que dejó su zona de confort, se animó a poner su dinero en la Bolsa y hoy es considerado el mejor inversor de la historia.",POS,mercados emergentes,0.3374609649181366
